main item,sub item,region/currency,Period,waarde
Term loans,"Euro currency market, six-month deposits",Euro,2018-10,-0.3626
Term loans,"Euro currency market, six-month deposits",Euro,2018-11,-0.3532
Term loans,"Euro currency market, six-month deposits",Euro,2018-12,-0.3486
Term loans,"Euro currency market, six-month deposits",Euro,2019-01,-0.3235
Term loans,"Euro currency market, six-month deposits",Euro,2019-02,-0.337
Term loans,"Euro currency market, six-month deposits",Euro,2019-03,-0.3267
Term loans,"Euro currency market, six-month deposits",Euro,2019-04,-0.3368
Term loans,"Euro currency market, six-month deposits",Euro,2019-05,-0.333
Term loans,"Euro currency market, six-month deposits",Euro,2019-06,-0.3625
Term loans,"Euro currency market, six-month deposits",Euro,2019-07,-0.4274
Term loans,"Euro currency market, six-month deposits",Euro,2019-08,-0.4755
Term loans,"Euro currency market, six-month deposits",Euro,2019-09,-0.4719
Term loans,"Euro currency market, six-month deposits",Euro,2019-10,-0.4526
Term loans,"Euro currency market, six-month deposits",Euro,2019-11,-0.4267
Term loans,"Euro currency market, six-month deposits",Euro,2019-12,-0.4295
Term loans,"Euro currency market, six-month deposits",Euro,2020-01,-0.4126
Term loans,"Euro currency market, six-month deposits",Euro,2020-02,-0.417
Term loans,"Euro currency market, six-month deposits",Euro,2020-03,-0.4164
Term loans,"Euro currency market, six-month deposits",Euro,2020-04,-0.2882
Term loans,"Euro currency market, six-month deposits",Euro,2020-05,-0.2795
Term loans,"Euro currency market, six-month deposits",Euro,2020-06,-0.3855
Term loans,"Euro currency market, six-month deposits",Euro,2020-07,-0.4543
Term loans,"Euro currency market, six-month deposits",Euro,2020-08,-0.4833
Term loans,"Euro currency market, six-month deposits",Euro,2020-09,-0.5023
Term loans,"Euro currency market, six-month deposits",Euro,2020-10,-0.5095
Term loans,"Euro currency market, six-month deposits",Euro,2020-11,-0.5514
Term loans,"Euro currency market, six-month deposits",Euro,2020-12,-0.5522
Term loans,"Euro currency market, six-month deposits",Euro,2021-01,-0.5886
Term loans,"Euro currency market, six-month deposits",Euro,2021-02,-0.586
Term loans,"Euro currency market, six-month deposits",Euro,2021-03,-0.5874
Term loans,"Euro currency market, six-month deposits",Euro,2021-04,-0.58
Term loans,"Euro currency market, six-month deposits",Euro,2021-05,-0.5786
Term loans,"Euro currency market, six-month deposits",Euro,2021-06,-0.5791
Term loans,"Euro currency market, six-month deposits",Euro,2021-07,-0.5918
Term loans,"Euro currency market, six-month deposits",Euro,2021-08,-0.5882
Term loans,"Euro currency market, six-month deposits",Euro,2021-09,-0.5877
